lakeid,year,metric,sampledate,daynum,daynum_fill,filled_flag
CB,1998,straton,1998-04-20,110,110,FALSE
CB,1998,stratoff,1998-09-08,251,251,FALSE
CB,1998,energy,1998-07-15,196,196,FALSE
CB,1998,stability,1998-06-16,167,167,FALSE
CB,1998,anoxia_summer,1998-07-28,209,209,FALSE
CB,1998,drsif_epiMin,1998-06-16,167,167,FALSE
CB,1998,totnuf_epiMin,1998-05-19,139,139,FALSE
CB,1998,totpuf_epiMin,1998-05-19,139,139,FALSE
CB,1998,doc_epiMax,1998-06-16,167,167,FALSE
CB,1998,totnuf_hypoMax,1998-08-10,222,222,FALSE
CB,1998,totpuf_hypoMax,1998-08-10,222,222,FALSE
CB,1998,drsif_epiSpringMin,1998-06-16,167,167,FALSE
CB,1998,secchi_max,1998-08-10,222,222,FALSE
CB,1998,secchi_min,1998-05-05,125,125,FALSE
CB,1998,secchi_springmax,1998-05-19,139,139,FALSE
CB,1998,zoopDensity,1998-08-10,222,222,FALSE
CB,1998,zoopDensity_spring,1998-04-20,110,110,FALSE
CB,1999,iceoff,1999-04-12,102,102,FALSE
CB,1999,iceon,1999-11-27,331,331,FALSE
CB,1999,straton,1999-05-04,124,124,FALSE
CB,1999,stratoff,1999-10-05,278,278,FALSE
CB,1999,energy,1999-07-26,207,207,FALSE
CB,1999,stability,1999-07-26,207,207,FALSE
CB,1999,anoxia_summer,1999-08-09,221,221,FALSE
CB,1999,drsif_epiMin,1999-06-02,153,153,FALSE
CB,1999,totnuf_epiMin,1999-07-26,207,207,FALSE
CB,1999,totpuf_epiMin,1999-11-03,307,307,FALSE
CB,1999,doc_epiMax,1999-06-02,153,153,FALSE
CB,1999,totnuf_hypoMax,1999-08-25,237,237,FALSE
CB,1999,totpuf_hypoMax,1999-08-25,237,237,FALSE
CB,1999,drsif_epiSpringMin,1999-06-02,153,153,FALSE
CB,1999,secchi_max,1999-05-19,139,139,FALSE
CB,1999,secchi_min,1999-08-25,237,237,FALSE
CB,1999,secchi_springmax,1999-05-19,139,139,FALSE
CB,1999,zoopDensity,1999-06-30,181,181,FALSE
CB,1999,zoopDensity_spring,1999-06-30,181,181,FALSE
CB,2000,iceoff,2000-03-26,86,86,FALSE
CB,2000,iceon,2000-11-17,322,322,FALSE
CB,2000,straton,2000-05-01,122,122,FALSE
CB,2000,stratoff,2000-10-31,305,305,FALSE
CB,2000,energy,2000-08-22,235,235,FALSE
CB,2000,stability,2000-06-14,166,166,FALSE
CB,2000,anoxia_summer,2000-08-08,221,221,FALSE
CB,2000,drsif_epiMin,2000-07-27,209,209,FALSE
CB,2000,totnuf_epiMin,2000-05-31,152,152,FALSE
CB,2000,totpuf_epiMin,2000-06-28,180,180,FALSE
CB,2000,doc_epiMax,2000-07-27,209,209,FALSE
CB,2000,totnuf_hypoMax,2000-06-28,180,180,FALSE
CB,2000,totpuf_hypoMax,2000-05-31,152,152,FALSE
CB,2000,drsif_epiSpringMin,2000-05-31,152,152,FALSE
CB,2000,secchi_max,2000-10-31,305,305,FALSE
CB,2000,secchi_min,2000-07-10,192,192,FALSE
CB,2000,secchi_springmax,2000-04-17,108,108,FALSE
CB,2000,zoopDensity,2000-06-14,166,166,FALSE
CB,2000,zoopDensity_spring,2000-06-14,166,166,FALSE
CB,2001,iceoff,2001-04-20,110,110,FALSE
CB,2001,iceon,2001-12-07,341,341,FALSE
CB,2001,straton,2001-05-03,123,123,FALSE
CB,2001,stratoff,2001-10-02,275,275,FALSE
CB,2001,energy,2001-08-08,220,220,FALSE
CB,2001,stability,2001-07-24,205,205,FALSE
CB,2001,anoxia_summer,2001-07-24,205,205,FALSE
CB,2001,drsif_epiMin,2001-07-24,205,205,FALSE
CB,2001,totnuf_epiMin,2001-11-12,316,316,FALSE
CB,2001,totpuf_epiMin,2001-10-17,290,290,FALSE
CB,2001,doc_epiMax,2001-09-19,262,262,FALSE
CB,2001,totnuf_hypoMax,2001-08-22,234,234,FALSE
CB,2001,totpuf_hypoMax,2001-08-22,234,234,FALSE
CB,2001,drsif_epiSpringMin,2001-06-26,177,177,FALSE
CB,2001,secchi_max,2001-10-17,290,290,FALSE
CB,2001,secchi_min,2001-09-05,248,248,FALSE
CB,2001,secchi_springmax,2001-07-11,192,192,FALSE
CB,2001,zoopDensity,2001-08-22,234,234,FALSE
CB,2001,zoopDensity_spring,2001-06-26,177,177,FALSE
CB,2002,iceoff,2002-04-19,109,109,FALSE
CB,2002,iceon,2002-11-14,318,318,FALSE
CB,2002,straton,2002-05-08,128,128,FALSE
CB,2002,stratoff,2002-09-10,253,253,FALSE
CB,2002,energy,2002-07-17,198,198,FALSE
CB,2002,stability,2002-07-01,182,182,FALSE
CB,2002,anoxia_summer,2002-08-13,225,225,FALSE
CB,2002,drsif_epiMin,2002-09-10,253,253,FALSE
CB,2002,totnuf_epiMin,2002-06-18,169,169,FALSE
CB,2002,totpuf_epiMin,2002-10-28,301,301,FALSE
CB,2002,doc_epiMax,2002-05-21,141,141,FALSE
CB,2002,totnuf_hypoMax,2002-08-13,225,225,FALSE
CB,2002,totpuf_hypoMax,2002-08-13,225,225,FALSE
CB,2002,drsif_epiSpringMin,2002-06-18,169,169,FALSE
CB,2002,secchi_max,2002-07-29,210,210,FALSE
CB,2002,secchi_min,2002-04-25,115,115,FALSE
CB,2002,secchi_springmax,2002-06-18,169,169,FALSE
CB,2002,zoopDensity,2002-10-28,301,301,FALSE
CB,2002,zoopDensity_spring,2002-06-18,169,169,FALSE
CB,2003,iceoff,2003-04-16,106,106,FALSE
CB,2003,iceon,2003-11-06,310,310,FALSE
CB,2003,straton,2003-05-01,121,121,FALSE
CB,2003,stratoff,2003-09-18,261,261,FALSE
CB,2003,energy,2003-08-18,230,230,FALSE
CB,2003,stability,2003-07-08,189,189,FALSE
CB,2003,anoxia_summer,2003-08-04,216,216,FALSE
CB,2003,drsif_epiMin,2003-06-25,176,176,FALSE
CB,2003,totnuf_epiMin,2003-08-18,230,230,FALSE
CB,2003,totpuf_epiMin,2003-10-15,288,288,FALSE
CB,2003,doc_epiMax,2003-05-01,121,121,FALSE
CB,2003,totnuf_hypoMax,2003-08-18,230,230,FALSE
CB,2003,totpuf_hypoMax,2003-07-22,203,203,FALSE
CB,2003,drsif_epiSpringMin,2003-06-25,176,176,FALSE
CB,2003,secchi_max,2003-05-27,147,147,FALSE
CB,2003,secchi_min,2003-05-01,121,121,FALSE
CB,2003,secchi_springmax,2003-05-27,147,147,FALSE
CB,2003,zoopDensity,2003-08-18,230,230,FALSE
CB,2003,zoopDensity_spring,2003-06-24,175,175,FALSE
CB,2004,iceoff,2004-04-19,110,110,FALSE
CB,2004,iceon,2004-11-22,327,327,FALSE
CB,2004,straton,2004-04-28,119,119,FALSE
CB,2004,stratoff,2004-09-29,273,273,FALSE
CB,2004,energy,2004-07-20,202,202,FALSE
CB,2004,stability,2004-07-20,202,202,FALSE
CB,2004,anoxia_summer,2004-07-08,190,190,FALSE
CB,2004,drsif_epiMin,2004-11-08,313,313,FALSE
CB,2004,totnuf_epiMin,2004-09-14,258,258,FALSE
CB,2004,totpuf_epiMin,2004-10-13,287,287,FALSE
CB,2004,doc_epiMax,2004-04-28,119,119,FALSE
CB,2004,totnuf_hypoMax,2004-06-23,175,175,FALSE
CB,2004,totpuf_hypoMax,2004-06-23,175,175,FALSE
CB,2004,drsif_epiSpringMin,2004-06-23,175,175,FALSE
CB,2004,secchi_max,2004-08-18,231,231,FALSE
CB,2004,secchi_min,2004-06-23,175,175,FALSE
CB,2004,secchi_springmax,2004-07-08,190,190,FALSE
CB,2004,zoopDensity,2004-06-23,175,175,FALSE
CB,2004,zoopDensity_spring,2004-06-23,175,175,FALSE
CB,2005,iceoff,2005-04-12,102,102,FALSE
CB,2005,iceon,2005-11-17,321,321,FALSE
CB,2005,straton,2005-04-18,108,108,FALSE
CB,2005,stratoff,2005-10-06,279,279,FALSE
CB,2005,energy,2005-07-13,194,194,FALSE
CB,2005,stability,2005-07-13,194,194,FALSE
CB,2005,anoxia_summer,2005-08-22,234,234,FALSE
CB,2005,drsif_epiMin,2005-09-07,250,250,FALSE
CB,2005,totnuf_epiMin,2005-07-13,194,194,FALSE
CB,2005,totpuf_epiMin,2005-09-07,250,250,FALSE
CB,2005,doc_epiMax,2005-11-08,312,312,FALSE
CB,2005,totnuf_hypoMax,2005-09-07,250,250,FALSE
CB,2005,totpuf_hypoMax,2005-09-07,250,250,FALSE
CB,2005,drsif_epiSpringMin,2005-06-15,166,166,FALSE
CB,2005,secchi_max,2005-10-19,292,292,FALSE
CB,2005,secchi_min,2005-04-18,108,108,FALSE
CB,2005,secchi_springmax,2005-06-29,180,180,FALSE
CB,2005,zoopDensity,2005-08-09,221,221,FALSE
CB,2005,zoopDensity_spring,2005-06-15,166,166,FALSE
CB,2006,iceoff,2006-04-12,102,102,FALSE
CB,2006,iceon,2006-11-30,334,334,FALSE
CB,2006,straton,2006-04-18,108,108,FALSE
CB,2006,stratoff,2006-10-03,276,276,FALSE
CB,2006,energy,2006-07-12,193,193,FALSE
CB,2006,stability,2006-07-12,193,193,FALSE
CB,2006,anoxia_summer,2006-07-12,193,193,FALSE
CB,2006,drsif_epiMin,2006-06-13,164,164,FALSE
CB,2006,totnuf_epiMin,2006-08-07,219,219,FALSE
CB,2006,totpuf_epiMin,2006-10-26,299,299,FALSE
CB,2006,doc_epiMax,2006-05-17,137,137,FALSE
CB,2006,totnuf_hypoMax,2006-09-07,250,250,FALSE
CB,2006,totpuf_hypoMax,2006-08-07,219,219,FALSE
CB,2006,drsif_epiSpringMin,2006-06-13,164,164,FALSE
CB,2006,secchi_max,2006-10-18,291,291,FALSE
CB,2006,secchi_min,2006-06-01,152,152,FALSE
CB,2006,secchi_springmax,2006-05-03,123,123,FALSE
CB,2006,zoopDensity,2006-07-12,193,193,FALSE
CB,2006,zoopDensity_spring,2006-07-12,193,193,FALSE
CB,2007,iceoff,2007-04-12,102,102,FALSE
CB,2007,iceon,2007-11-16,320,320,FALSE
CB,2007,straton,2007-04-23,113,113,FALSE
CB,2007,stratoff,2007-09-26,269,269,FALSE
CB,2007,energy,2007-07-31,212,212,FALSE
CB,2007,stability,2007-06-18,169,169,FALSE
CB,2007,anoxia_summer,2007-06-18,169,169,FALSE
CB,2007,drsif_epiMin,2007-11-08,312,312,FALSE
CB,2007,totnuf_epiMin,2007-05-23,143,143,FALSE
CB,2007,totpuf_epiMin,2007-05-23,143,143,FALSE
CB,2007,doc_epiMax,2007-11-08,312,312,FALSE
CB,2007,totnuf_hypoMax,2007-08-14,226,226,FALSE
CB,2007,totpuf_hypoMax,2007-08-14,226,226,FALSE
CB,2007,drsif_epiSpringMin,2007-04-23,113,113,FALSE
CB,2007,secchi_max,2007-11-08,312,312,FALSE
CB,2007,secchi_min,2007-04-23,113,113,FALSE
CB,2007,secchi_springmax,2007-05-08,128,128,FALSE
CB,2007,zoopDensity,2007-09-10,253,253,FALSE
CB,2007,zoopDensity_spring,2007-05-23,143,143,FALSE
CB,2008,iceoff,2008-04-25,116,116,FALSE
CB,2008,iceon,2008-11-17,322,322,FALSE
CB,2008,straton,2008-05-06,127,127,FALSE
CB,2008,stratoff,2008-11-06,311,311,FALSE
CB,2008,energy,2008-07-29,211,211,FALSE
CB,2008,stability,2008-07-02,184,184,FALSE
CB,2008,anoxia_summer,2008-07-17,199,199,FALSE
CB,2008,drsif_epiMin,2008-09-25,269,269,FALSE
CB,2008,totnuf_epiMin,2008-10-22,296,296,FALSE
CB,2008,totpuf_epiMin,2008-08-27,240,240,FALSE
CB,2008,doc_epiMax,2008-05-06,127,127,FALSE
CB,2008,totnuf_hypoMax,2008-08-27,240,240,FALSE
CB,2008,totpuf_hypoMax,2008-08-27,240,240,FALSE
CB,2008,drsif_epiSpringMin,2008-05-06,127,127,FALSE
CB,2008,secchi_max,2008-10-07,281,281,FALSE
CB,2008,secchi_min,2008-05-20,141,141,FALSE
CB,2008,secchi_springmax,2008-06-05,157,157,FALSE
CB,2008,zoopDensity,2008-07-29,211,211,FALSE
CB,2008,zoopDensity_spring,2008-05-20,141,141,FALSE
CB,2009,iceoff,2009-04-20,110,110,FALSE
CB,2009,iceon,2009-12-01,335,335,FALSE
CB,2009,straton,2009-04-27,117,117,FALSE
CB,2009,stratoff,2009-09-16,259,259,FALSE
CB,2009,energy,2009-08-18,230,230,FALSE
CB,2009,stability,2009-06-23,174,174,FALSE
CB,2009,anoxia_summer,2009-09-16,259,259,FALSE
CB,2009,drsif_epiMin,2009-05-27,147,147,FALSE
CB,2009,totnuf_epiMin,2009-09-16,259,259,FALSE
CB,2009,totpuf_epiMin,2009-08-18,230,230,FALSE
CB,2009,doc_epiMax,2009-07-22,203,203,FALSE
CB,2009,totnuf_hypoMax,2009-05-27,147,147,FALSE
CB,2009,totpuf_hypoMax,2009-06-23,174,174,FALSE
CB,2009,drsif_epiSpringMin,2009-05-27,147,147,FALSE
CB,2009,secchi_max,2009-09-16,259,259,FALSE
CB,2009,secchi_min,2009-04-27,117,117,FALSE
CB,2009,secchi_springmax,2009-05-27,147,147,FALSE
CB,2009,zoopDensity,2009-09-16,259,259,FALSE
CB,2009,zoopDensity_spring,2009-05-27,147,147,FALSE
CB,2010,iceoff,2010-03-29,88,88,FALSE
CB,2010,iceon,2010-11-22,326,326,FALSE
CB,2010,straton,2010-04-14,104,104,FALSE
CB,2010,stratoff,2010-10-13,286,286,FALSE
CB,2010,energy,2010-08-04,216,216,FALSE
CB,2010,stability,2010-07-19,200,200,FALSE
CB,2010,anoxia_summer,2010-08-16,228,228,FALSE
CB,2010,drsif_epiMin,2010-10-25,298,298,FALSE
CB,2010,totnuf_epiMin,2010-07-06,187,187,FALSE
CB,2010,totpuf_epiMin,2010-09-02,245,245,FALSE
CB,2010,doc_epiMax,2010-11-12,316,316,FALSE
CB,2010,totnuf_hypoMax,2010-08-04,216,216,FALSE
CB,2010,totpuf_hypoMax,2010-08-04,216,216,FALSE
CB,2010,drsif_epiSpringMin,2010-07-06,187,187,FALSE
CB,2010,secchi_max,2010-06-08,159,159,FALSE
CB,2010,secchi_min,2010-10-13,286,286,FALSE
CB,2010,secchi_springmax,2010-06-08,159,159,FALSE
CB,2010,zoopDensity,2010-09-27,270,270,FALSE
CB,2010,zoopDensity_spring,2010-04-14,104,104,FALSE
CB,2011,iceoff,2011-04-25,115,115,FALSE
CB,2011,iceon,2011-11-18,322,322,FALSE
CB,2011,straton,2011-05-19,139,139,FALSE
CB,2011,stratoff,2011-10-04,277,277,FALSE
CB,2011,energy,2011-07-26,207,207,FALSE
CB,2011,stability,2011-07-11,192,192,FALSE
CB,2011,anoxia_summer,2011-06-02,153,153,FALSE
CB,2011,drsif_epiMin,2011-05-02,122,122,FALSE
CB,2011,totnuf_epiMin,2011-11-08,312,312,FALSE
CB,2011,totpuf_epiMin,2011-10-19,292,292,FALSE
CB,2011,doc_epiMax,NA,NA,192,TRUE
CB,2011,totnuf_hypoMax,2011-05-02,122,122,FALSE
CB,2011,totpuf_hypoMax,2011-09-21,264,264,FALSE
CB,2011,drsif_epiSpringMin,2011-05-02,122,122,FALSE
CB,2011,secchi_max,2011-08-24,236,236,FALSE
CB,2011,secchi_min,2011-06-29,180,180,FALSE
CB,2011,secchi_springmax,2011-07-11,192,192,FALSE
CB,2011,zoopDensity,2011-07-26,207,207,FALSE
CB,2011,zoopDensity_spring,2011-06-29,180,180,FALSE
CB,2012,iceoff,2012-03-20,80,80,FALSE
CB,2012,iceon,2012-11-26,331,331,FALSE
CB,2012,straton,2012-04-04,95,95,FALSE
CB,2012,stratoff,2012-10-17,291,291,FALSE
CB,2012,energy,2012-07-24,206,206,FALSE
CB,2012,stability,2012-07-24,206,206,FALSE
CB,2012,anoxia_summer,2012-06-13,165,165,FALSE
CB,2012,drsif_epiMin,2012-07-24,206,206,FALSE
CB,2012,totnuf_epiMin,2012-07-24,206,206,FALSE
CB,2012,totpuf_epiMin,2012-05-30,151,151,FALSE
CB,2012,doc_epiMax,2012-11-05,310,310,FALSE
CB,2012,totnuf_hypoMax,2012-05-01,122,122,FALSE
CB,2012,totpuf_hypoMax,2012-07-24,206,206,FALSE
CB,2012,drsif_epiSpringMin,2012-05-01,122,122,FALSE
CB,2012,secchi_max,2012-05-30,151,151,FALSE
CB,2012,secchi_min,2012-06-13,165,165,FALSE
CB,2012,secchi_springmax,2012-05-30,151,151,FALSE
CB,2012,zoopDensity,2012-06-27,179,179,FALSE
CB,2012,zoopDensity_spring,2012-06-27,179,179,FALSE
CB,2013,iceoff,2013-05-07,127,127,FALSE
CB,2013,iceon,2013-11-19,323,323,FALSE
CB,2013,straton,2013-05-13,133,133,FALSE
CB,2013,stratoff,2013-10-03,276,276,FALSE
CB,2013,energy,2013-07-09,190,190,FALSE
CB,2013,stability,2013-06-11,162,162,FALSE
CB,2013,anoxia_summer,2013-05-31,151,151,FALSE
CB,2013,drsif_epiMin,2013-10-03,276,276,FALSE
CB,2013,totnuf_epiMin,2013-09-05,248,248,FALSE
CB,2013,totpuf_epiMin,2013-10-03,276,276,FALSE
CB,2013,doc_epiMax,2013-11-07,311,311,FALSE
CB,2013,totnuf_hypoMax,2013-07-09,190,190,FALSE
CB,2013,totpuf_hypoMax,2013-07-09,190,190,FALSE
CB,2013,drsif_epiSpringMin,2013-07-09,190,190,FALSE
CB,2013,secchi_max,2013-09-05,248,248,FALSE
CB,2013,secchi_min,2013-06-11,162,162,FALSE
CB,2013,secchi_springmax,2013-06-26,177,177,FALSE
CB,2013,zoopDensity,2013-07-09,190,190,FALSE
CB,2013,zoopDensity_spring,2013-07-09,190,190,FALSE
CB,2014,iceoff,2014-05-06,126,126,FALSE
CB,2014,iceon,2014-11-10,314,314,FALSE
CB,2014,straton,2014-05-21,141,141,FALSE
CB,2014,stratoff,2014-09-25,268,268,FALSE
CB,2014,energy,2014-08-26,238,238,FALSE
CB,2014,stability,2014-07-01,182,182,FALSE
CB,2014,anoxia_summer,2014-08-26,238,238,FALSE
CB,2014,drsif_epiMin,2014-08-13,225,225,FALSE
CB,2014,totnuf_epiMin,2014-05-21,141,141,FALSE
CB,2014,totpuf_epiMin,2014-08-13,225,225,FALSE
CB,2014,doc_epiMax,2014-10-08,281,281,FALSE
CB,2014,totnuf_hypoMax,2014-09-10,253,253,FALSE
CB,2014,totpuf_hypoMax,2014-09-10,253,253,FALSE
CB,2014,drsif_epiSpringMin,2014-06-18,169,169,FALSE
CB,2014,secchi_max,2014-07-29,210,210,FALSE
CB,2014,secchi_min,2014-10-08,281,281,FALSE
CB,2014,secchi_springmax,2014-07-15,196,196,FALSE
CB,2014,zoopDensity,2014-08-13,225,225,FALSE
CB,2014,zoopDensity_spring,2014-07-15,196,196,FALSE
CB,2015,iceoff,2015-04-13,103,103,FALSE
CB,2015,iceon,2015-11-23,327,327,FALSE
CB,2015,straton,2015-04-20,110,110,FALSE
CB,2015,stratoff,2015-09-21,264,264,FALSE
CB,2015,energy,2015-07-29,210,210,FALSE
CB,2015,stability,2015-07-29,210,210,FALSE
CB,2015,anoxia_summer,2015-07-14,195,195,FALSE
CB,2015,drsif_epiMin,2015-05-20,140,140,FALSE
CB,2015,totnuf_epiMin,2015-08-12,224,224,FALSE
CB,2015,totpuf_epiMin,2015-08-12,224,224,FALSE
CB,2015,doc_epiMax,2015-05-20,140,140,FALSE
CB,2015,totnuf_hypoMax,2015-07-14,195,195,FALSE
CB,2015,totpuf_hypoMax,2015-07-14,195,195,FALSE
CB,2015,drsif_epiSpringMin,2015-05-20,140,140,FALSE
CB,2015,secchi_max,2015-06-16,167,167,FALSE
CB,2015,secchi_min,2015-05-20,140,140,FALSE
CB,2015,secchi_springmax,2015-06-16,167,167,FALSE
CB,2015,zoopDensity,2015-07-14,195,195,FALSE
CB,2015,zoopDensity_spring,2015-07-14,195,195,FALSE
CB,2016,iceoff,2016-04-15,106,106,FALSE
CB,2016,iceon,2016-12-05,340,340,FALSE
CB,2016,straton,2016-04-22,113,113,FALSE
CB,2016,stratoff,2016-10-25,299,299,FALSE
CB,2016,energy,2016-08-17,230,230,FALSE
CB,2016,stability,2016-07-21,203,203,FALSE
CB,2016,anoxia_summer,2016-07-07,189,189,FALSE
CB,2016,drsif_epiMin,2016-08-17,230,230,FALSE
CB,2016,totnuf_epiMin,2016-05-25,146,146,FALSE
CB,2016,totpuf_epiMin,2016-05-25,146,146,FALSE
CB,2016,doc_epiMax,NA,NA,192,TRUE
CB,2016,totnuf_hypoMax,2016-04-22,113,113,FALSE
CB,2016,totpuf_hypoMax,2016-08-17,230,230,FALSE
CB,2016,drsif_epiSpringMin,2016-05-25,146,146,FALSE
CB,2016,secchi_max,2016-06-08,160,160,FALSE
CB,2016,secchi_min,2016-07-21,203,203,FALSE
CB,2016,secchi_springmax,2016-06-08,160,160,FALSE
CB,2016,zoopDensity,2016-08-17,230,230,FALSE
CB,2016,zoopDensity_spring,2016-05-25,146,146,FALSE
CB,2017,iceoff,2017-04-09,99,99,FALSE
CB,2017,iceon,2017-11-07,311,311,FALSE
CB,2017,straton,2017-04-18,108,108,FALSE
CB,2017,stratoff,2017-10-18,291,291,FALSE
CB,2017,energy,2017-07-24,205,205,FALSE
CB,2017,stability,2017-06-14,165,165,FALSE
CB,2017,anoxia_summer,2017-09-20,263,263,FALSE
CB,2017,drsif_epiMin,2017-06-14,165,165,FALSE
CB,2017,totnuf_epiMin,2017-05-18,138,138,FALSE
CB,2017,totpuf_epiMin,2017-05-18,138,138,FALSE
CB,2017,doc_epiMax,2017-07-11,192,192,FALSE
CB,2017,totnuf_hypoMax,2017-07-11,192,192,FALSE
CB,2017,totpuf_hypoMax,2017-07-11,192,192,FALSE
CB,2017,drsif_epiSpringMin,2017-06-14,165,165,FALSE
CB,2017,secchi_max,2017-11-06,310,310,FALSE
CB,2017,secchi_min,2017-07-24,205,205,FALSE
CB,2017,secchi_springmax,2017-05-18,138,138,FALSE
CB,2017,zoopDensity,2017-08-09,221,221,FALSE
CB,2017,zoopDensity_spring,2017-05-18,138,138,FALSE
CB,2018,iceoff,2018-05-04,124,124,FALSE
CB,2018,iceon,2018-11-09,313,313,FALSE
CB,2018,straton,2018-05-14,134,134,FALSE
CB,2018,stratoff,2018-10-03,276,276,FALSE
CB,2018,energy,2018-07-09,190,190,FALSE
CB,2018,stability,2018-07-09,190,190,FALSE
CB,2018,anoxia_summer,2018-06-27,178,178,FALSE
CB,2018,drsif_epiMin,2018-09-05,248,248,FALSE
CB,2018,totnuf_epiMin,2018-08-07,219,219,FALSE
CB,2018,totpuf_epiMin,2018-08-07,219,219,FALSE
CB,2018,doc_epiMax,2018-11-05,309,309,FALSE
CB,2018,totnuf_hypoMax,2018-08-07,219,219,FALSE
CB,2018,totpuf_hypoMax,2018-08-07,219,219,FALSE
CB,2018,drsif_epiSpringMin,2018-06-13,164,164,FALSE
CB,2018,secchi_max,2018-09-05,248,248,FALSE
CB,2018,secchi_min,2018-05-14,134,134,FALSE
CB,2018,secchi_springmax,2018-06-13,164,164,FALSE
CB,2018,zoopDensity,2018-07-09,190,190,FALSE
CB,2018,zoopDensity_spring,2018-07-09,190,190,FALSE
CR,1982,iceoff,1982-05-03,123,123,FALSE
CR,1982,iceon,1982-12-07,341,341,FALSE
CR,1982,straton,1982-05-27,147,147,FALSE
CR,1982,stratoff,1982-10-05,278,278,FALSE
CR,1982,energy,1982-08-03,215,215,FALSE
CR,1982,stability,1982-08-03,215,215,FALSE
CR,1982,anoxia_summer,1982-09-22,265,265,FALSE
CR,1982,drsif_epiMin,1982-05-10,130,130,FALSE
CR,1982,totnuf_epiMin,NA,NA,206,TRUE
CR,1982,totpuf_epiMin,NA,NA,189.5,TRUE
CR,1982,doc_epiMax,NA,NA,232,TRUE
CR,1982,totnuf_hypoMax,NA,NA,235,TRUE
CR,1982,totpuf_hypoMax,NA,NA,268,TRUE
CR,1982,drsif_epiSpringMin,1982-05-10,130,130,FALSE
CR,1982,secchi_max,1982-07-19,200,200,FALSE
CR,1982,secchi_min,1982-05-10,130,130,FALSE
CR,1982,secchi_springmax,1982-07-06,187,187,FALSE
CR,1982,zoopDensity,1982-08-03,215,215,FALSE
CR,1982,zoopDensity_spring,1982-05-10,130,130,FALSE
CR,1983,iceoff,1983-04-29,119,119,FALSE
CR,1983,iceon,1983-12-03,337,337,FALSE
CR,1983,straton,1983-05-12,132,132,FALSE
CR,1983,stratoff,1983-10-19,292,292,FALSE
CR,1983,energy,1983-08-16,228,228,FALSE
CR,1983,stability,1983-08-16,228,228,FALSE
CR,1983,anoxia_summer,1983-10-19,292,292,FALSE
CR,1983,drsif_epiMin,1983-06-21,172,172,FALSE
CR,1983,totnuf_epiMin,NA,NA,206,TRUE
CR,1983,totpuf_epiMin,NA,NA,189.5,TRUE
CR,1983,doc_epiMax,NA,NA,232,TRUE
CR,1983,totnuf_hypoMax,NA,NA,235,TRUE
CR,1983,totpuf_hypoMax,NA,NA,268,TRUE
CR,1983,drsif_epiSpringMin,1983-06-21,172,172,FALSE
CR,1983,secchi_max,1983-07-20,201,201,FALSE
CR,1983,secchi_min,1983-11-29,333,333,FALSE
CR,1983,secchi_springmax,1983-06-06,157,157,FALSE
CR,1983,zoopDensity,1983-05-23,143,143,FALSE
CR,1983,zoopDensity_spring,1983-05-23,143,143,FALSE
CR,1984,iceoff,1984-04-20,111,111,FALSE
CR,1984,iceon,1984-12-01,336,336,FALSE
CR,1984,straton,1984-05-23,144,144,FALSE
CR,1984,stratoff,1984-10-16,290,290,FALSE
CR,1984,energy,1984-08-13,226,226,FALSE
CR,1984,stability,1984-08-13,226,226,FALSE
CR,1984,anoxia_summer,1984-09-27,271,271,FALSE
CR,1984,drsif_epiMin,1984-05-23,144,144,FALSE
CR,1984,totnuf_epiMin,NA,NA,206,TRUE
CR,1984,totpuf_epiMin,NA,NA,189.5,TRUE
CR,1984,doc_epiMax,NA,NA,232,TRUE
CR,1984,totnuf_hypoMax,NA,NA,235,TRUE
CR,1984,totpuf_hypoMax,NA,NA,268,TRUE
CR,1984,drsif_epiSpringMin,1984-05-23,144,144,FALSE
CR,1984,secchi_max,1984-07-04,186,186,FALSE
CR,1984,secchi_min,1984-06-07,159,159,FALSE
CR,1984,secchi_springmax,1984-07-04,186,186,FALSE
CR,1984,zoopDensity,1984-06-18,170,170,FALSE
CR,1984,zoopDensity_spring,1984-06-18,170,170,FALSE
CR,1985,iceoff,1985-04-23,113,113,FALSE
CR,1985,iceon,1985-11-25,329,329,FALSE
CR,1985,straton,1985-05-01,121,121,FALSE
CR,1985,stratoff,1985-10-22,295,295,FALSE
CR,1985,energy,1985-08-07,219,219,FALSE
CR,1985,stability,1985-08-22,234,234,FALSE
CR,1985,anoxia_summer,1985-10-02,275,275,FALSE
CR,1985,drsif_epiMin,1985-05-15,135,135,FALSE
CR,1985,totnuf_epiMin,NA,NA,206,TRUE
CR,1985,totpuf_epiMin,NA,NA,189.5,TRUE
CR,1985,doc_epiMax,NA,NA,232,TRUE
CR,1985,totnuf_hypoMax,NA,NA,235,TRUE
CR,1985,totpuf_hypoMax,NA,NA,268,TRUE
CR,1985,drsif_epiSpringMin,1985-05-15,135,135,FALSE
CR,1985,secchi_max,1985-05-29,149,149,FALSE
CR,1985,secchi_min,1985-05-15,135,135,FALSE
CR,1985,secchi_springmax,1985-05-29,149,149,FALSE
CR,1985,zoopDensity,1985-05-15,135,135,FALSE
CR,1985,zoopDensity_spring,1985-05-15,135,135,FALSE
CR,1986,iceoff,1986-04-13,103,103,FALSE
CR,1986,iceon,1986-11-19,323,323,FALSE
CR,1986,straton,1986-05-05,125,125,FALSE
CR,1986,stratoff,1986-10-08,281,281,FALSE
CR,1986,energy,1986-07-30,211,211,FALSE
