lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
SP,1991,127,5/7/1991,0.409,,
SP,1991,142,5/22/1991,0.289,,
SP,1991,154,6/3/1991,0.384,,
SP,1991,170,6/19/1991,0.363,,
SP,1991,182,7/1/1991,0.305,,
SP,1991,197,7/16/1991,0.366,,
SP,1991,211,7/30/1991,0.372,,
SP,1991,224,8/12/1991,0.353,,
SP,1991,240,8/28/1991,,V,extcoef: Light not monotonically decreasing
SP,1991,252,9/9/1991,0.309,,
SP,1991,266,9/23/1991,0.339,,
SP,1991,280,10/7/1991,0.363,,
SP,1991,315,11/11/1991,0.601,,
SP,1992,14,1/14/1992,0.388,,
SP,1992,61,3/1/1992,0.316,,
SP,1992,87,3/27/1992,0.3,,
SP,1992,127,5/6/1992,0.528,,
SP,1992,140,5/19/1992,0.419,,
SP,1992,154,6/2/1992,0.399,,
SP,1992,167,6/15/1992,0.321,,
SP,1992,182,6/30/1992,0.379,,
SP,1992,196,7/14/1992,0.372,,
SP,1992,211,7/29/1992,0.38,,
SP,1992,224,8/11/1992,0.306,,
SP,1992,237,8/24/1992,,V,extcoef: Light not monotonically decreasing
SP,1992,252,9/8/1992,,V,extcoef: Light not monotonically decreasing
SP,1992,268,9/24/1992,0.349,,
SP,1992,279,10/5/1992,,V,extcoef: Light not monotonically decreasing
SP,1992,294,10/20/1992,0.286,,
SP,1992,314,11/9/1992,0.596,,
SP,1993,13,1/13/1993,,V,extcoef: Insufficient light data
SP,1993,60,3/1/1993,,V,extcoef: Light not monotonically decreasing
SP,1993,81,3/22/1993,0.284,,
SP,1993,124,5/4/1993,,V,extcoef: Insufficient light data
SP,1993,138,5/18/1993,0.398,,
SP,1993,152,6/1/1993,0.39,,
SP,1993,165,6/14/1993,0.368,,
SP,1993,181,6/30/1993,0.293,,
SP,1993,195,7/14/1993,0.394,,
SP,1993,208,7/27/1993,0.365,,
SP,1993,223,8/11/1993,0.324,,
SP,1993,235,8/23/1993,,V,extcoef: Light not monotonically decreasing
SP,1993,251,9/8/1993,,V,extcoef: Light not monotonically decreasing
SP,1993,266,9/23/1993,0.355,,
SP,1993,278,10/5/1993,0.306,,
SP,1993,291,10/18/1993,0.292,,
SP,1993,314,11/10/1993,0.632,,
SP,1994,12,1/12/1994,0.566,,
SP,1994,52,2/21/1994,0.285,,
SP,1994,87,3/28/1994,,V,extcoef: Insufficient light data
SP,1994,125,5/5/1994,0.444,,
SP,1994,136,5/16/1994,0.453,,
SP,1994,152,6/1/1994,0.407,,
SP,1994,166,6/15/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,178,6/27/1994,0.39,,
SP,1994,193,7/12/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,208,7/27/1994,0.385,,
SP,1994,221,8/9/1994,0.381,,
SP,1994,236,8/24/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,249,9/6/1994,0.283,,
SP,1994,264,9/21/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,276,10/3/1994,0.341,,
SP,1994,290,10/17/1994,0.346,,
SP,1994,305,11/1/1994,0.489,,
SP,1994,320,11/16/1994,0.544,,
SP,1995,9,1/9/1995,0.62,,
SP,1995,51,2/20/1995,,V,extcoef: Insufficient light data
SP,1995,83,3/24/1995,0.249,,
SP,1995,122,5/2/1995,0.388,,
SP,1995,135,5/15/1995,,V,extcoef: Light not monotonically decreasing
SP,1995,151,5/31/1995,0.312,,
SP,1995,165,6/14/1995,0.351,,
SP,1995,178,6/27/1995,0.293,,
SP,1995,192,7/11/1995,0.342,,
SP,1995,205,7/24/1995,0.337,,
SP,1995,219,8/7/1995,0.312,,
SP,1995,234,8/22/1995,0.331,,
SP,1995,249,9/6/1995,0.28,,
SP,1995,262,9/19/1995,,V,extcoef: Light not monotonically decreasing
SP,1995,276,10/3/1995,,V,extcoef: Light not monotonically decreasing
SP,1995,291,10/18/1995,0.352,,
SP,1995,304,10/31/1995,0.389,,
SP,1995,317,11/13/1995,0.493,,
SP,1996,24,1/24/1996,0.855,,
SP,1996,52,2/21/1996,0.318,,
SP,1996,92,4/1/1996,,V,extcoef: Insufficient light data
SP,1996,135,5/14/1996,0.417,,
SP,1996,150,5/29/1996,0.447,,
SP,1996,162,6/10/1996,0.411,,
SP,1996,178,6/26/1996,0.345,,
SP,1996,192,7/10/1996,0.368,,
SP,1996,207,7/25/1996,0.351,,
SP,1996,221,8/8/1996,0.309,,
SP,1996,233,8/20/1996,0.365,,
SP,1996,249,9/5/1996,,V,extcoef: Light not monotonically decreasing
SP,1996,262,9/18/1996,0.389,,
SP,1996,274,9/30/1996,0.351,,
SP,1996,289,10/15/1996,,V,extcoef: Light not monotonically decreasing
SP,1996,311,11/6/1996,0.594,,
SP,1997,14,1/14/1997,,V,extcoef: No light data
SP,1997,48,2/17/1997,,V,extcoef: No light data
SP,1997,84,3/25/1997,,V,extcoef: Insufficient light data
SP,1997,126,5/6/1997,0.566,,
SP,1997,141,5/21/1997,0.432,,
SP,1997,155,6/4/1997,0.407,,
SP,1997,169,6/18/1997,0.35,,
SP,1997,182,7/1/1997,0.347,,
SP,1997,198,7/17/1997,,V,extcoef: Light not monotonically decreasing
SP,1997,210,7/29/1997,,V,extcoef: Light not monotonically decreasing
SP,1997,225,8/13/1997,,V,extcoef: No light data
SP,1997,240,8/28/1997,0.325,,
SP,1997,252,9/9/1997,0.318,,
SP,1997,267,9/24/1997,0.367,,
SP,1997,280,10/7/1997,0.3,,
SP,1997,297,10/24/1997,0.437,,
SP,1997,314,11/10/1997,0.544,,
SP,1998,12,1/12/1998,,V,extcoef: Insufficient light data
SP,1998,54,2/23/1998,0.359,,
SP,1998,77,3/18/1998,,V,extcoef: Insufficient light data
SP,1998,110,4/20/1998,0.49,,
SP,1998,125,5/5/1998,0.407,,
SP,1998,139,5/19/1998,0.37,,
SP,1998,152,6/1/1998,0.366,,
SP,1998,166,6/15/1998,0.344,,
SP,1998,180,6/29/1998,0.341,,
SP,1998,195,7/14/1998,0.332,,
SP,1998,208,7/27/1998,0.329,,
SP,1998,224,8/12/1998,0.319,,
SP,1998,238,8/26/1998,0.323,,
SP,1998,252,9/9/1998,0.33,,
SP,1998,267,9/24/1998,0.264,,
SP,1998,279,10/6/1998,0.312,,
SP,1998,293,10/20/1998,0.355,,
SP,1998,316,11/12/1998,0.769,,
SP,1999,18,1/18/1999,,V,extcoef: Insufficient light data
SP,1999,54,2/23/1999,,V,extcoef: Insufficient light data
SP,1999,83,3/24/1999,0.418,,
SP,1999,124,5/4/1999,0.326,,
SP,1999,140,5/20/1999,0.284,,
SP,1999,153,6/2/1999,0.301,,
SP,1999,167,6/16/1999,0.293,,
SP,1999,182,7/1/1999,0.279,,
SP,1999,196,7/15/1999,0.299,,
SP,1999,209,7/28/1999,0.32,,
SP,1999,222,8/10/1999,0.275,,
SP,1999,235,8/23/1999,0.245,,
SP,1999,252,9/9/1999,0.292,,
SP,1999,266,9/23/1999,0.374,,
SP,1999,281,10/8/1999,0.312,,
SP,1999,292,10/19/1999,0.319,,
SP,1999,314,11/10/1999,0.771,,
SP,2000,18,1/18/2000,,V,extcoef: Insufficient light data
SP,2000,53,2/22/2000,,V,extcoef: Insufficient light data
SP,2000,97,4/6/2000,0.494,,
SP,2000,109,4/18/2000,0.442,,
SP,2000,123,5/2/2000,0.352,,
SP,2000,138,5/17/2000,0.333,,
SP,2000,151,5/30/2000,0.282,,
SP,2000,165,6/13/2000,0.293,,
SP,2000,179,6/27/2000,0.277,,
SP,2000,194,7/12/2000,0.374,,
SP,2000,208,7/26/2000,0.312,,
SP,2000,221,8/8/2000,0.261,,
SP,2000,234,8/21/2000,0.347,,
SP,2000,250,9/6/2000,0.313,,
SP,2000,262,9/18/2000,0.335,,
SP,2000,277,10/3/2000,0.26,,
SP,2000,291,10/17/2000,0.284,,
SP,2000,306,11/1/2000,0.239,,
SP,2000,321,11/16/2000,0.361,,
SP,2001,22,1/22/2001,0.309,,
SP,2001,59,2/28/2001,0.212,,
SP,2001,93,4/3/2001,0.232,,
SP,2001,120,4/30/2001,0.417,,
SP,2001,134,5/14/2001,,V,extcoef: Light not monotonically decreasing
SP,2001,149,5/29/2001,0.315,,
SP,2001,162,6/11/2001,0.265,,
SP,2001,177,6/26/2001,0.28,,
SP,2001,190,7/9/2001,0.239,,
SP,2001,205,7/24/2001,0.279,,
SP,2001,218,8/6/2001,0.244,,
SP,2001,232,8/20/2001,0.264,,
SP,2001,247,9/4/2001,,V,extcoef: Light not monotonically decreasing
SP,2001,261,9/18/2001,0.242,,
SP,2001,275,10/2/2001,0.258,,
SP,2001,288,10/15/2001,0.236,,
SP,2001,302,10/29/2001,0.33,,
SP,2001,319,11/15/2001,0.346,,
SP,2002,16,1/16/2002,0.416,,
SP,2002,59,2/28/2002,0.267,,
SP,2002,91,4/1/2002,0.189,,
SP,2002,113,4/23/2002,0.365,,
SP,2002,127,5/7/2002,0.425,,
SP,2002,142,5/22/2002,,V,extcoef: Light not monotonically decreasing
SP,2002,156,6/5/2002,0.353,,
SP,2002,170,6/19/2002,0.308,,
SP,2002,184,7/3/2002,0.3,,
SP,2002,198,7/17/2002,0.311,,
SP,2002,211,7/30/2002,0.366,,
SP,2002,226,8/14/2002,0.333,,
SP,2002,241,8/29/2002,0.345,,
SP,2002,255,9/12/2002,0.334,,
SP,2002,269,9/26/2002,,V,extcoef: No light data
SP,2002,282,10/9/2002,0.257,,
SP,2002,297,10/24/2002,0.535,,
SP,2002,311,11/7/2002,0.461,,
SP,2003,15,1/15/2003,,V,extcoef: No light data
SP,2003,65,3/6/2003,0.238,,
SP,2003,92,4/2/2003,0.411,,
SP,2003,119,4/29/2003,0.36,,
SP,2003,134,5/14/2003,0.392,,
SP,2003,150,5/30/2003,,V,extcoef: No light data
SP,2003,160,6/9/2003,0.37,,
SP,2003,174,6/23/2003,0.29,,
SP,2003,188,7/7/2003,0.354,,
SP,2003,202,7/21/2003,0.296,,
SP,2003,216,8/4/2003,0.283,,
SP,2003,232,8/20/2003,0.26,,
SP,2003,246,9/3/2003,0.298,,
SP,2003,259,9/16/2003,0.33,,
SP,2003,274,10/1/2003,0.261,,
SP,2003,287,10/14/2003,,V,extcoef: No light data
SP,2003,301,10/28/2003,0.33,,
SP,2003,317,11/13/2003,0.553,,
SP,2004,12,1/12/2004,,V,extcoef: Insufficient light data
SP,2004,49,2/18/2004,,V,extcoef: Insufficient light data
SP,2004,98,4/7/2004,0.25,,
SP,2004,121,4/30/2004,,V,extcoef: No light data
SP,2004,131,5/10/2004,,V,extcoef: No light data
SP,2004,145,5/24/2004,0.382,,
SP,2004,159,6/7/2004,0.394,,
SP,2004,174,6/22/2004,0.32,,
SP,2004,188,7/6/2004,0.48,,
SP,2004,203,7/21/2004,0.304,,
SP,2004,215,8/2/2004,0.314,,
SP,2004,229,8/16/2004,0.3,,
SP,2004,243,8/30/2004,0.326,,
SP,2004,257,9/13/2004,0.322,,
SP,2004,273,9/29/2004,0.338,,
SP,2004,285,10/11/2004,0.293,,
SP,2004,299,10/25/2004,0.292,,
SP,2004,315,11/10/2004,0.524,,
SP,2005,19,1/19/2005,,V,extcoef: Insufficient light data
SP,2005,56,2/25/2005,0.509,,
SP,2005,96,4/6/2005,0.397,,
SP,2005,110,4/20/2005,0.352,,
SP,2005,122,5/2/2005,0.397,,
SP,2005,139,5/19/2005,0.336,,
SP,2005,152,6/1/2005,0.353,,
SP,2005,164,6/13/2005,0.273,,
SP,2005,178,6/27/2005,0.251,,
SP,2005,193,7/12/2005,0.289,,
SP,2005,206,7/25/2005,0.28,,
SP,2005,221,8/9/2005,0.275,,
SP,2005,234,8/22/2005,,V,extcoef: Light not monotonically decreasing
SP,2005,251,9/8/2005,0.266,,
SP,2005,262,9/19/2005,,V,extcoef: Light not monotonically decreasing
SP,2005,276,10/3/2005,,V,extcoef: Light not monotonically decreasing
SP,2005,290,10/17/2005,0.325,,
SP,2005,319,11/15/2005,0.524,,
SP,2006,17,1/17/2006,,V,extcoef: Insufficient light data
SP,2006,44,2/13/2006,,V,extcoef: Insufficient light data
SP,2006,90,3/31/2006,0.272,,
SP,2006,110,4/20/2006,0.434,,
SP,2006,122,5/2/2006,0.377,,
SP,2006,138,5/18/2006,0.327,,
SP,2006,151,5/31/2006,0.385,,
SP,2006,166,6/15/2006,0.329,,
SP,2006,179,6/28/2006,0.343,,
SP,2006,193,7/12/2006,0.292,,
SP,2006,207,7/26/2006,0.302,,
SP,2006,221,8/9/2006,0.311,,
SP,2006,236,8/24/2006,0.309,,
SP,2006,251,9/8/2006,0.181,,
SP,2006,264,9/21/2006,0.296,,
SP,2006,277,10/4/2006,,V,extcoef: Light not monotonically decreasing
SP,2006,292,10/19/2006,0.248,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,2006,303,10/30/2006,0.449,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,2007,15,1/15/2007,0.53,,
SP,2007,51,2/20/2007,0.315,,
SP,2007,87,3/28/2007,0.283,,
SP,2007,114,4/24/2007,0.416,,
SP,2007,129,5/9/2007,0.34,,
SP,2007,141,5/21/2007,0.363,,
SP,2007,157,6/6/2007,0.391,,
SP,2007,170,6/19/2007,0.339,,
SP,2007,183,7/2/2007,0.308,,
SP,2007,197,7/16/2007,0.336,,
SP,2007,204,7/23/2007,0.315,,
SP,2007,211,7/30/2007,0.32,,
SP,2007,225,8/13/2007,0.323,,
SP,2007,239,8/27/2007,0.31,,
SP,2007,254,9/11/2007,0.273,,
SP,2007,267,9/24/2007,0.343,,
SP,2007,283,10/10/2007,0.262,,
SP,2007,296,10/23/2007,0.312,,
SP,2007,299,10/26/2007,,V,extcoef: No light data
SP,2007,316,11/12/2007,0.411,,
SP,2008,17,1/17/2008,0.356,,
SP,2008,63,3/3/2008,0.236,,
SP,2008,87,3/27/2008,0.236,,
SP,2008,134,5/13/2008,0.381,,
SP,2008,140,5/19/2008,0.349,,
SP,2008,154,6/2/2008,0.35,,
SP,2008,170,6/18/2008,0.369,,
SP,2008,183,7/1/2008,,V,extcoef: Light not monotonically decreasing
SP,2008,197,7/15/2008,0.349,,
SP,2008,211,7/29/2008,0.32,,
SP,2008,225,8/12/2008,0.353,,
SP,2008,238,8/25/2008,0.314,,
SP,2008,252,9/8/2008,0.302,,
SP,2008,267,9/23/2008,0.334,,
SP,2008,281,10/7/2008,0.234,,
SP,2008,294,10/20/2008,0.306,,
SP,2008,317,11/12/2008,0.428,,
SP,2008,329,11/24/2008,,V,extcoef: No light data
SP,2009,20,1/20/2009,,V,extcoef: No light data
SP,2009,55,2/24/2009,0.278,,
SP,2009,79,3/20/2009,0.269,,
SP,2009,119,4/29/2009,0.373,,
SP,2009,133,5/13/2009,0.338,,
SP,2009,147,5/27/2009,0.304,,
SP,2009,161,6/10/2009,0.267,,
SP,2009,176,6/25/2009,0.282,,
SP,2009,190,7/9/2009,0.318,,
SP,2009,203,7/22/2009,0.343,,
SP,2009,218,8/6/2009,0.344,,
SP,2009,231,8/19/2009,0.3,,
SP,2009,246,9/3/2009,0.334,,
SP,2009,260,9/17/2009,0.339,,
SP,2009,274,10/1/2009,0.331,,
SP,2009,287,10/14/2009,0.31,,
SP,2009,302,10/29/2009,0.484,,
SP,2009,315,11/11/2009,0.411,,
SP,2010,12,1/12/2010,0.267,,
SP,2010,42,2/11/2010,0.275,,
SP,2010,102,4/12/2010,0.371,,
SP,2010,117,4/27/2010,0.347,,
SP,2010,130,5/10/2010,0.376,,
SP,2010,144,5/24/2010,0.367,,
SP,2010,159,6/8/2010,0.292,,
SP,2010,172,6/21/2010,0.336,,
SP,2010,187,7/6/2010,0.339,,
SP,2010,201,7/20/2010,0.31,,
SP,2010,215,8/3/2010,0.307,,
SP,2010,229,8/17/2010,0.319,,
SP,2010,244,9/1/2010,0.318,,
SP,2010,257,9/14/2010,0.296,,
SP,2010,271,9/28/2010,0.291,,
SP,2010,285,10/12/2010,0.354,,
SP,2010,299,10/26/2010,0.335,,
SP,2010,315,11/11/2010,0.394,,
SP,2011,18,1/18/2011,0.224,,
SP,2011,45,2/14/2011,0.216,,
SP,2011,80,3/21/2011,0.284,,
SP,2011,123,5/3/2011,0.409,,
SP,2011,136,5/16/2011,0.363,,
SP,2011,154,6/3/2011,0.375,,
SP,2011,164,6/13/2011,0.385,,
SP,2011,179,6/28/2011,,V,extcoef: Light not monotonically decreasing
SP,2011,182,7/1/2011,,V,extcoef: No light data
SP,2011,192,7/11/2011,0.276,,
SP,2011,197,7/16/2011,,V,extcoef: No light data
SP,2011,207,7/26/2011,0.343,,
SP,2011,210,7/29/2011,,V,extcoef: No light data
SP,2011,220,8/8/2011,0.323,,
SP,2011,224,8/12/2011,,V,extcoef: No light data
SP,2011,234,8/22/2011,0.282,,
SP,2011,235,8/23/2011,,V,extcoef: No light data
SP,2011,249,9/6/2011,0.282,,
SP,2011,263,9/20/2011,0.262,,
SP,2011,277,10/4/2011,0.307,,
SP,2011,290,10/17/2011,,V,extcoef: Light not monotonically decreasing
SP,2011,304,10/31/2011,0.36,,
SP,2011,319,11/15/2011,0.463,,
SP,2012,12,1/12/2012,0.372,,
SP,2012,52,2/21/2012,0.285,,
SP,2012,93,4/2/2012,0.377,,
SP,2012,108,4/17/2012,0.322,,
SP,2012,123,5/2/2012,0.312,,
SP,2012,137,5/16/2012,0.357,,
SP,2012,152,5/31/2012,0.379,,
SP,2012,153,6/1/2012,,,
SP,2012,165,6/13/2012,,,
SP,2012,166,6/14/2012,0.279,,
SP,2012,179,6/27/2012,0.355,,
SP,2012,194,7/12/2012,0.364,,
SP,2012,207,7/25/2012,0.27,,
SP,2012,222,8/9/2012,0.251,,
SP,2012,236,8/23/2012,0.288,,
SP,2012,249,9/5/2012,0.258,,
SP,2012,261,9/17/2012,0.241,,
SP,2012,278,10/4/2012,0.311,,
SP,2012,293,10/19/2012,0.433,,
SP,2012,305,10/31/2012,0.427,,
SP,2012,317,11/12/2012,,V,
SP,2013,14,1/14/2013,0.319,,
SP,2013,56,2/25/2013,0.253,,
SP,2013,88,3/29/2013,0.257,,
SP,2013,136,5/16/2013,0.414,,
SP,2013,144,5/24/2013,,,
SP,2013,150,5/30/2013,,,
SP,2013,162,6/11/2013,0.339,,
SP,2013,176,6/25/2013,0.384,,
SP,2013,177,6/26/2013,,,
SP,2013,189,7/8/2013,0.371,,
SP,2013,190,7/9/2013,,,
SP,2013,206,7/25/2013,,,
SP,2013,217,8/5/2013,0.339,,
SP,2013,218,8/6/2013,,,
SP,2013,233,8/21/2013,0.329,,
SP,2013,234,8/22/2013,,,
SP,2013,247,9/4/2013,0.331,,
SP,2013,255,9/12/2013,,,
SP,2013,267,9/24/2013,,,
SP,2013,275,10/2/2013,0.349,,
SP,2013,302,10/29/2013,0.294,,
SP,2013,317,11/13/2013,0.505,,
SP,2014,30,1/30/2014,0.225,,
SP,2014,48,2/17/2014,0.263,,
SP,2014,83,3/24/2014,0.166,,
SP,2014,139,5/19/2014,0.462,,
SP,2014,147,5/27/2014,,,
SP,2014,154,6/3/2014,0.437,,
SP,2014,155,6/4/2014,,,
SP,2014,168,6/17/2014,0.386,,
SP,2014,182,7/1/2014,0.376,,
SP,2014,195,7/14/2014,0.401,,
SP,2014,209,7/28/2014,0.397,,
SP,2014,224,8/12/2014,0.359,,
SP,2014,237,8/25/2014,0.37,,
SP,2014,251,9/8/2014,0.385,,
SP,2014,265,9/22/2014,0.387,,
SP,2014,281,10/8/2014,0.37,,
SP,2014,294,10/21/2014,0.367,,
SP,2014,314,11/10/2014,0.479,,
SP,2015,14,1/14/2015,0.228,,
SP,2015,55,2/24/2015,0.208,,
SP,2015,83,3/24/2015,0.319,,
SP,2015,113,4/23/2015,0.483,,
SP,2015,125,5/5/2015,0.417,,
SP,2015,138,5/18/2015,0.363,,
SP,2015,152,6/1/2015,0.372,,
SP,2015,168,6/17/2015,0.286,,
SP,2015,180,6/29/2015,,V,extcoef: Light not monotonically decreasing
SP,2015,196,7/15/2015,,V,extcoef: Light not monotonically decreasing
SP,2015,209,7/28/2015,0.326,,
SP,2015,223,8/11/2015,0.316,,
SP,2015,236,8/24/2015,0.375,,
SP,2015,251,9/8/2015,0.31,,
SP,2015,266,9/23/2015,0.39,,
SP,2015,280,10/7/2015,0.44,,
SP,2015,294,10/21/2015,0.349,,
SP,2015,321,11/17/2015,0.441,,
SP,2016,21,1/21/2016,0.453,,
SP,2016,67,3/7/2016,0.319,,
SP,2016,117,4/26/2016,0.455,,
SP,2016,131,5/10/2016,0.44,,
SP,2016,145,5/24/2016,0.385,,
SP,2016,158,6/6/2016,0.369,,
SP,2016,172,6/20/2016,0.406,,
SP,2016,188,7/6/2016,0.426,,
SP,2016,203,7/21/2016,0.389,,
SP,2016,215,8/2/2016,0.335,,
SP,2016,231,8/18/2016,0.368,,
SP,2016,243,8/30/2016,0.335,,
SP,2016,256,9/12/2016,0.364,,
SP,2016,272,9/28/2016,0.296,,
SP,2016,286,10/12/2016,0.28,,
SP,2016,298,10/24/2016,0.368,,
SP,2016,321,11/16/2016,,V,extcoef: Light not monotonically decreasing
SP,2017,17,1/17/2017,0.331,,
SP,2017,53,2/22/2017,0.303,,
SP,2017,86,3/27/2017,0.361,,
SP,2017,107,4/17/2017,0.46,,
SP,2017,122,5/2/2017,0.393,,
SP,2017,137,5/17/2017,0.381,,
SP,2017,151,5/31/2017,0.418,,
SP,2017,163,6/12/2017,0.437,,
SP,2017,179,6/28/2017,,,
SP,2017,191,7/10/2017,0.446,,
SP,2017,206,7/25/2017,0.45,,
SP,2017,221,8/9/2017,0.402,,
SP,2017,233,8/21/2017,0.326,,
SP,2017,248,9/5/2017,,,
SP,2017,262,9/19/2017,0.415,,
SP,2017,275,10/2/2017,0.363,,
SP,2017,290,10/17/2017,0.386,,
SP,2017,317,11/13/2017,0.659,,
SP,2018,15,1/15/2018,0.467,,
SP,2018,53,2/22/2018,0.352,,
SP,2018,85,3/26/2018,0.301,,
SP,2018,135,5/15/2018,0.573,,
SP,2018,150,5/30/2018,0.448,,
SP,2018,162,6/11/2018,0.414,,
SP,2018,178,6/27/2018,0.432,,
SP,2018,192,7/11/2018,0.398,,
SP,2018,206,7/25/2018,0.431,,
SP,2018,219,8/7/2018,0.427,,
SP,2018,234,8/22/2018,0.395,,
SP,2018,248,9/5/2018,,V,ext_coef: Light not monotonically decreasing
SP,2018,260,9/17/2018,0.442,,
SP,2018,275,10/2/2018,0.377,,
SP,2018,288,10/15/2018,0.354,,
SP,2018,316,11/12/2018,0.574,,
SP,2019,22,1/22/2019,0.541,,
SP,2019,50,2/19/2019,0.371,,
SP,2019,87,3/28/2019,0.312,,
SP,2019,128,5/8/2019,0.437,,
SP,2019,140,5/20/2019,,V,extcoef: Light not monotonically decreasing
SP,2019,155,6/4/2019,0.502,,
SP,2019,169,6/18/2019,0.413,,
SP,2019,184,7/3/2019,0.462,,
SP,2019,198,7/17/2019,0.426,,
SP,2019,211,7/30/2019,0.439,,
SP,2019,225,8/13/2019,0.394,,
SP,2019,238,8/26/2019,0.356,,
SP,2019,252,9/9/2019,0.394,,
SP,2019,266,9/23/2019,0.411,,
SP,2019,280,10/7/2019,0.412,,
SP,2019,296,10/23/2019,0.383,,
SP,2019,319,11/15/2019,0.637,,
SP,2020,14,1/14/2020,0.562,,
SP,2020,48,2/17/2020,0.451,,
SP,2020,125,5/4/2020,0.583,,
SP,2020,154,6/2/2020,0.49,,
SP,2020,185,7/3/2020,,,
SP,2020,216,8/3/2020,0.435,,
SP,2020,251,9/7/2020,0.39,,
SP,2020,287,10/13/2020,0.388,,
SP,2020,308,11/3/2020,0.787,,
TB,1981,196,7/15/1981,,V,extcoef: Insufficient light data
TB,1981,210,7/29/1981,,V,extcoef: Insufficient light data
TB,1981,224,8/12/1981,,V,extcoef: Insufficient light data
TB,1981,239,8/27/1981,,V,extcoef: Insufficient light data
TB,1981,257,9/14/1981,,V,extcoef: Insufficient light data
TB,1981,269,9/26/1981,,V,extcoef: Insufficient light data
TB,1981,296,10/23/1981,,V,extcoef: Insufficient light data
TB,1982,27,1/27/1982,,V,extcoef: No light data
TB,1982,62,3/3/1982,,V,extcoef: No light data
TB,1982,96,4/6/1982,,V,extcoef: No light data
TB,1982,132,5/12/1982,,V,extcoef: Insufficient light data
TB,1982,144,5/24/1982,,V,extcoef: Insufficient light data
TB,1982,158,6/7/1982,,V,extcoef: Light not monotonically decreasing
TB,1982,172,6/21/1982,0.639,,
TB,1982,188,7/7/1982,,V,extcoef: Light not monotonically decreasing
TB,1982,203,7/22/1982,,V,extcoef: No light data
TB,1982,216,8/4/1982,,V,extcoef: No light data
TB,1982,231,8/19/1982,2.759,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light Calc from 2 light values
TB,1982,250,9/7/1982,2.451,J,extcoef: Calculated from 2 frlight values
TB,1982,263,9/20/1982,,V,extcoef: Insufficient light data
TB,1982,280,10/7/1982,,V,extcoef: Insufficient light data
TB,1982,291,10/18/1982,,V,extcoef: Insufficient light data
TB,1982,313,11/9/1982,,V,extcoef: Insufficient light data
TB,1982,334,11/30/1982,,V,extcoef: No light data
TB,1983,10,1/10/1983,,V,extcoef: No light data
TB,1983,53,2/22/1983,,V,extcoef: No light data
TB,1983,83,3/24/1983,,V,extcoef: No light data
TB,1983,129,5/9/1983,,V,extcoef: Insufficient light data
TB,1983,144,5/24/1983,,V,extcoef: No light data
TB,1983,160,6/9/1983,0.351,J,extcoef: Calculated from 2 frlight values
TB,1983,174,6/23/1983,2.234,J,extcoef: Calculated from 2 frlight values
TB,1983,186,7/5/1983,2.708,J,extcoef: Calculated from 2 frlight values
TB,1983,200,7/19/1983,2.464,J,extcoef: Calculated from 2 frlight values
TB,1983,215,8/3/1983,2.752,J,extcoef: Calculated from 2 frlight values
TB,1983,229,8/17/1983,,V,extcoef: No light data
TB,1983,251,9/8/1983,2.872,J,extcoef: Calculated from 2 frlight values
TB,1983,271,9/28/1983,2.058,J,extcoef: Calculated from 2 frlight values
TB,1983,292,10/19/1983,,V,extcoef: Insufficient light data
TB,1983,318,11/14/1983,,V,extcoef: Insufficient light data
TB,1984,3,1/3/1984,,V,extcoef: No light data
TB,1984,59,2/28/1984,,V,extcoef: No light data
TB,1984,95,4/4/1984,,V,extcoef: No light data
TB,1984,129,5/8/1984,,V,extcoef: Insufficient light data
TB,1984,143,5/22/1984,,V,extcoef: Insufficient light data
TB,1984,156,6/4/1984,,V,extcoef: Insufficient light data
TB,1984,171,6/19/1984,,V,extcoef: Insufficient light data
TB,1984,184,7/2/1984,2.549,J,extcoef: Calculated from 2 frlight values
TB,1984,199,7/17/1984,,V,extcoef: Insufficient light data
TB,1984,214,8/1/1984,2.61,J,extcoef: Calculated from 2 frlight values
TB,1984,228,8/15/1984,2.028,J,extcoef: Calculated from 2 frlight values
TB,1984,250,9/6/1984,1.705,J,extcoef: Calculated from 2 frlight values
TB,1984,271,9/27/1984,,V,extcoef: Insufficient light data
TB,1984,291,10/17/1984,,V,extcoef: Insufficient light data
TB,1984,313,11/8/1984,,V,extcoef: Insufficient light data
TB,1985,15,1/15/1985,,V,extcoef: Insufficient light data
TB,1985,58,2/27/1985,,V,extcoef: Insufficient light data
TB,1985,84,3/25/1985,5.447,J,extcoef: Calculated from 2 frlight values
TB,1985,100,4/10/1985,,V,extcoef: No light data
TB,1985,119,4/29/1985,2.584,J,extcoef: Calculated from 2 frlight values
TB,1985,133,5/13/1985,2.442,J,extcoef: Calculated from 2 frlight values
TB,1985,151,5/31/1985,,V,extcoef: Insufficient light data
TB,1985,163,6/12/1985,2.42,J,extcoef: Calculated from 2 frlight values
TB,1985,178,6/27/1985,,V,extcoef: Insufficient light data
